fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ret_1m,ret_3m,ret_5m,slope_5m,rv_20,range_norm,bb_z,body_ratio,wick_imbalance,micro_trend_persist,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack
2026-03-16 18:24:06,1HZ10V,CALL,1.0,PENDIENTE,,58.5,59.68,9730.807999999999,9729.324500000002,1,1,0,0,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703446,2026-03-16T23:24:06.339633+00:00,6.782245724871569e-05,0.000116125876339406,-0.000130480971353634,1.9217314738946852e-05,0.00017295291088691465,0.00022276057078407063,0.6382361047871266,0.680473372781721,0.3195266272182789,-0.2,,,fulll47|1773703446|C1|1HZ10V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:25:39,1HZ10V,CALL,1.0,GANANCIA,0.95,58.5,59.68,9730.807999999999,9729.324500000002,1,1,0,0,0,1,1.95,1.95,0.666667,1,CERRADO,1773703446,2026-03-16T23:25:39.830302+00:00,6.782245724871569e-05,0.000116125876339406,-0.000130480971353634,1.9217314738946852e-05,0.00017295291088691465,0.00022276057078407063,0.6382361047871266,0.680473372781721,0.3195266272182789,-0.2,0.6633333333333334,HUD,fulll47|1773703446|C1|1HZ10V|CALL|DEMO,0.6,LOW_DATA,True
2026-03-16 18:27:23,1HZ50V,CALL,1.0,PENDIENTE,,68.22,48.39,334492.808,333716.184,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703643,2026-03-16T23:27:23.902071+00:00,0.0006037599211872108,0.0005616440854136793,0.002209583946478834,0.0003319114711728063,0.0006696494221737119,0.0010247476077898116,1.8140276511901405,0.7735938505299971,0.2264061494700029,0.6,,,fulll47|1773703643|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:28:57,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,68.22,48.39,334492.808,333716.184,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773703643,2026-03-16T23:28:57.951035+00:00,0.0006037599211872108,0.0005616440854136793,0.002209583946478834,0.0003319114711728063,0.0006696494221737119,0.0010247476077898116,1.8140276511901405,0.7735938505299971,0.2264061494700029,0.6,0.98,SENAL,fulll47|1773703643|C1|1HZ50V|CALL|DEMO,0.6,MODELO,True
2026-03-16 18:29:43,1HZ100V,CALL,2.0,PENDIENTE,,47.89,48.94,1758.886,1758.0965000000003,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773703783,2026-03-16T23:29:43.795114+00:00,0.001189013289641315,-6.81829803917784e-05,0.003609881837675035,-6.53822931105308e-05,0.0017185205162837808,0.002152396361532016,0.4387551987138578,0.7829787234041751,-0.17446808510631093,0.6,,,fulll47|1773703783|C2|1HZ100V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:31:17,1HZ100V,CALL,2.0,GANANCIA,1.91,47.89,48.94,1758.886,1758.0965000000003,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773703783,2026-03-16T23:31:17.681495+00:00,0.001189013289641315,-6.81829803917784e-05,0.003609881837675035,-6.53822931105308e-05,0.0017185205162837808,0.002152396361532016,0.4387551987138578,0.7829787234041751,-0.17446808510631093,0.6,,NO_READY,fulll47|1773703783|C2|1HZ100V|CALL|DEMO,0.6,MODELO,False
2026-03-16 18:32:21,1HZ100V,CALL,1.0,PENDIENTE,,54.28,53.62,1759.6860000000001,1757.578,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703941,2026-03-16T23:32:21.463078+00:00,0.0010572807421428126,3.9749690520230515e-05,0.002025569976045897,0.00027675392086996717,0.0017634385308562524,0.0022055718482961117,1.0230263958583263,0.7794676806083828,-0.22053231939161724,0.2,,,fulll47|1773703941|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:33:55,1HZ100V,CALL,1.0,GANANCIA,0.95,54.28,53.62,1759.6860000000001,1757.578,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773703941,2026-03-16T23:33:55.238279+00:00,0.0010572807421428126,3.9749690520230515e-05,0.002025569976045897,0.00027675392086996717,0.0017634385308562524,0.0022055718482961117,1.0230263958583263,0.7794676806083828,-0.22053231939161724,0.2,0.98,SENAL,fulll47|1773703941|C1|1HZ100V|CALL|DEMO,0.6,MODELO,True
2026-03-16 18:35:14,1HZ25V,CALL,1.0,PENDIENTE,,55.41,59.64,856835.3120000002,856041.5295,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773704114,2026-03-16T23:35:14.927712+00:00,9.386184157618014e-05,0.00044443901344955156,0.0010634948155197339,0.00020140976636127668,0.00025464465509490497,0.0004271674518177366,2.268828702083726,0.6081898318985482,0.06308938089409682,0.6,,,fulll47|1773704114|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:36:48,1HZ25V,CALL,1.0,GANANCIA,0.95,55.41,59.64,856835.3120000002,856041.5295,1,1,0,2,0,1,1.95,1.95,0.666667,1,CERRADO,1773704114,2026-03-16T23:36:48.316724+00:00,9.386184157618014e-05,0.00044443901344955156,0.0010634948155197339,0.00020140976636127668,0.00025464465509490497,0.0004271674518177366,2.268828702083726,0.6081898318985482,0.06308938089409682,0.6,,NO_READY,fulll47|1773704114|C1|1HZ25V|CALL|DEMO,0.6,MODELO,False
