fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ret_1m,ret_3m,ret_5m,slope_5m,rv_20,range_norm,bb_z,body_ratio,wick_imbalance,micro_trend_persist,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack
2026-03-16 18:24:07,1HZ10V,CALL,1.0,PENDIENTE,,58.63,59.72,9730.813999999998,9729.326000000003,1,1,0,0,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703447,2026-03-16T23:24:07.053495+00:00,7.090529621444745e-05,0.00011920886420670144,-0.0001273987436839794,1.98339008432418e-05,0.00017301797193308051,0.00022275988409779267,0.6450132982868513,0.6982248520709677,0.3017751479290323,-0.2,,,fulll49|1773703447|C1|1HZ10V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:25:40,1HZ10V,CALL,1.0,GANANCIA,0.95,58.63,59.72,9730.813999999998,9729.326000000003,1,1,0,0,0,1,1.95,1.95,0.666667,1,CERRADO,1773703447,2026-03-16T23:25:40.411972+00:00,7.090529621444745e-05,0.00011920886420670144,-0.0001273987436839794,1.98339008432418e-05,0.00017301797193308051,0.00022275988409779267,0.6450132982868513,0.6982248520709677,0.3017751479290323,-0.2,0.6633333333333334,HUD,fulll49|1773703447|C1|1HZ10V|CALL|DEMO,0.6,LOW_DATA,True
2026-03-16 18:27:23,1HZ50V,CALL,1.0,PENDIENTE,,67.75,47.92,334486.324,333714.563,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703643,2026-03-16T23:27:23.725151+00:00,0.0006037599211872108,0.0005616440854136793,0.002209583946478834,0.0003319114711728063,0.0006696494221737119,0.0010247476077898116,1.8140276511901405,0.7735938505299971,0.2264061494700029,0.6,,,fulll49|1773703643|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:28:57,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,67.75,47.92,334486.324,333714.563,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773703643,2026-03-16T23:28:57.347908+00:00,0.0006037599211872108,0.0005616440854136793,0.002209583946478834,0.0003319114711728063,0.0006696494221737119,0.0010247476077898116,1.8140276511901405,0.7735938505299971,0.2264061494700029,0.6,0.98,SENAL,fulll49|1773703643|C1|1HZ50V|CALL|DEMO,0.6,MODELO,True
2026-03-16 18:29:42,1HZ100V,CALL,2.0,PENDIENTE,,46.92,48.28,1758.7900000000002,1758.0725000000007,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773703782,2026-03-16T23:29:42.118532+00:00,0.0009159384671399394,-0.00034091490195863364,0.0033361467220219382,-0.00011996884221539394,0.0017096957748078453,0.0021529835889222385,0.3254030801124066,0.5787234042552429,0.029787234042621125,0.6,,,fulll49|1773703782|C2|1HZ100V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:31:15,1HZ100V,CALL,2.0,GANANCIA,1.91,46.92,48.28,1758.7900000000002,1758.0725000000007,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773703782,2026-03-16T23:31:15.587132+00:00,0.0009159384671399394,-0.00034091490195863364,0.0033361467220219382,-0.00011996884221539394,0.0017096957748078453,0.0021529835889222385,0.3254030801124066,0.5787234042552429,0.029787234042621125,0.6,,NO_READY,fulll49|1773703782|C2|1HZ100V|CALL|DEMO,0.6,MODELO,False
2026-03-16 18:32:18,1HZ100V,CALL,1.0,PENDIENTE,,53.49,53.14,1759.6119999999999,1757.5595,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773703938,2026-03-16T23:32:18.305968+00:00,0.0008469614547273575,-0.00017035581651540273,0.0018150472538164667,0.0002347108339793153,0.0017574517246966973,0.0021997579937394146,0.9254960884198457,0.6942148760330633,-0.17355371900819536,0.2,,,fulll49|1773703938|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:33:51,1HZ100V,CALL,1.0,GANANCIA,0.95,53.49,53.14,1759.6119999999999,1757.5595,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773703938,2026-03-16T23:33:51.457073+00:00,0.0008469614547273575,-0.00017035581651540273,0.0018150472538164667,0.0002347108339793153,0.0017574517246966973,0.0021997579937394146,0.9254960884198457,0.6942148760330633,-0.17355371900819536,0.2,0.98,SENAL,fulll49|1773703938|C1|1HZ100V|CALL|DEMO,0.6,MODELO,True
2026-03-16 18:34:53,1HZ100V,CALL,1.0,PENDIENTE,,51.99,54.7,1761.2699999999998,1757.4889999999996,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773704093,2026-03-16T23:34:53.791475+00:00,0.00040827204527284894,0.00285352114277268,0.0018341642911494577,0.0008028297762410137,0.001514226452635295,0.0020975067681958375,2.0471935121869795,0.10676156583627619,-0.4448398576512182,0.2,,,fulll49|1773704093|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-16 18:36:27,1HZ100V,CALL,1.0,PÉRDIDA,-1.0,51.99,54.7,1761.2699999999998,1757.4889999999996,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773704093,2026-03-16T23:36:27.452424+00:00,0.00040827204527284894,0.00285352114277268,0.0018341642911494577,0.0008028297762410137,0.001514226452635295,0.0020975067681958375,2.0471935121869795,0.10676156583627619,-0.4448398576512182,0.2,,NO_READY,fulll49|1773704093|C1|1HZ100V|CALL|DEMO,0.6,MODELO,False
