racha_actual,puntaje_estrategia,payout,ret_1m,ret_3m,ret_5m,slope_5m,rv_20,range_norm,bb_z,body_ratio,wick_imbalance,micro_trend_persist,ts_ingest,result_bin
2.0,0.15994356500554877,0.95,-0.0006609563782903,-0.0007790215595972,-0.0007947165172095,-6.249451795743888e-05,0.0004686933502079,0.0008674542531266,-1.6909125539084822,0.5113217623497749,0.436128170894725,-0.2,1773789806.2668626,0
1.0,0.12151560767491891,0.95,0.0004185106101913,0.0009658944058966,0.0005739560784459,0.0002254798243095,0.0004317559962386,0.0005589709093461,2.087725232614884,0.9531053125931328,-0.0067581498704574,0.2,1773789918.5999854,0
1.0,0.11859155635571353,0.95,0.0024789351569177,0.0065227253221514,0.0068745592248488,0.0015957876098403,0.0012792088371361,0.0018557258872639,2.551692723797928,0.9048723897911632,-0.0951276102088369,0.6,1773789925.8609352,0
1.0,0.11859155635571353,0.95,0.0024789351569177,0.0065227253221514,0.0068745592248488,0.0015957876098403,0.0012435070840913,0.002625071565176,1.275846361898964,0.9048723897911632,-0.0951276102088369,0.1578947368421052,1773789925.9190514,0
1.0,0.10848361157990515,0.95,0.0020271095371839,0.0060690771324529,0.006420752460675,0.0015054347294375,0.00123661642129,0.0018328304675112,2.37264669867446,0.8851540616246248,-0.1148459383753751,0.6,1773789925.968124,0
-1.0,0.1243742675512995,0.9550000000000001,3.1780497231456405e-05,0.0004102261166354,0.0003066122626446,0.0001102241004636,0.0001630341060457,0.0002160357674082,1.2430543494299298,0.5304347826077879,-0.1739130434789485,0.2,1773789963.8338008,0
-1.0,0.2293400645257876,0.9550000000000001,-0.0005723080451973,-0.0023363882151498,-0.0019935515387172,-0.0005166995477052,0.000553896027297,0.0009891518758847,-2.142068818612757,0.3218035171228707,0.5301071003569516,-0.6,1773790107.882905,1
-2.0,0.2322713233786679,0.9524999999999999,-0.0006158468724687,-0.0023798501924575,-0.0020370284512793,-0.0005254068941787,0.0005563483499705,0.000989194968936,-2.165656037139998,0.3592489752744875,0.5675525585085684,-0.6,1773790107.9295647,1
-1.0,0.09962810832347664,0.9550000000000001,0.0002613698444797,0.0004541535572115,0.0008327590167701,0.0001338686713483,0.000179326536565,0.0002320163591488,2.3578558129702434,0.8982456140347943,-0.1017543859652056,0.6,1773790107.97197,0
-1.0,0.10068486996497801,0.9550000000000001,0.0002746945816492,0.0004674808625021,0.0008460913655606,0.0001365333805664,0.0001759184490231,0.0003135576807797,1.1970878858017502,0.8790849673199798,-0.0686274509807126,0.0526315789473684,1773790110.7955775,1
-1.0,0.12544208792541495,0.9550000000000001,0.0010178548708597,0.0023755617075377,0.0007870656232525,0.000424444391422,0.0009018631240901,0.0014073255629859,1.2507414735432532,1.0,0.0,0.2,1773790119.9684968,0
1.0,0.23169019958552836,0.95,0.0005123638271137,0.000616120393585,-0.0012421301313978,0.0001030744233931,0.0011108569998571,0.0017471130120613,1.164834257212671,0.5760000000000218,-0.1039999999999054,0.2,1773790248.690398,0
-2.0,0.18395686625219498,0.9550000000000001,0.0005123638271137,0.000616120393585,-0.0012421301313978,0.0001030744233931,0.0011108569998571,0.0017471130120613,1.164834257212671,0.5760000000000218,-0.1039999999999054,0.2,1773790248.7839656,0
1.0,0.18186204591109925,0.95,0.0005245629658545,0.0006283207974183,-0.0012299523850116,0.0001055137973012,0.0011004483590881,0.0008595883730004,0.5849934305724115,0.524822695035437,0.0070921985817146,0.1578947368421052,1773790253.0180128,0
1.0,0.18471640791179222,0.95,0.0007380478938187,0.0008418278645023,-0.001016841823252,0.0001482009140886,0.0011175221700552,0.0017589091491184,1.259288888261024,0.6687116564417623,-0.0736196319017686,0.2,1773790258.527778,0
1.0,0.23992733813696865,0.95,0.0011406194722651,0.0012444411910034,-0.0006149761925058,0.000228686704094,0.0011351920379546,0.0017729524227303,1.423012640701645,0.8373205741627122,-0.1531100478468655,0.2,1773790268.8673344,1
-2.0,0.1904867577010118,0.9550000000000001,0.0010064289461163,0.0011102367488363,-0.0007489314027546,0.0002018595472247,0.0011284932838161,0.0017731900969465,1.3691377854965536,0.7320574162679582,-0.0478468899521114,0.2,1773790268.9129233,1
-1.0,0.2854658377792208,0.9550000000000001,-0.0005446019183215,-0.0017778410447278,-0.0041388941882609,-0.0005565426797479,0.000735322099002,0.0010691003568341,-2.0257684528756075,0.6621349446122178,-0.3378650553877823,-1.0,1773790386.6545014,1
-3.0,0.28958250444588746,0.9524999999999999,-0.0005446019183215,-0.0017778410447278,-0.0041388941882609,-0.0005565426797479,0.000735322099002,0.0010691003568341,-2.0257684528756075,0.6621349446122178,-0.3378650553877823,-1.0,1773790386.6890876,1
-1.0,0.28255189007653175,0.9550000000000001,-0.0003085809939735,-0.0015421113492222,-0.0039037220543497,-0.0005093397887888,0.0006000230741664,0.0007360788758304,-0.9775103092136104,0.3413897280966081,-0.6586102719033919,-0.4210526315789473,1773790391.837665,1
-1.0,0.15283268447266588,0.95,-0.0003001272220702,-0.0026761772530232,-0.0048489271021712,-0.000777499364684,0.0011791456459729,0.0015209426404526,-1.253870072224006,1.0,0.0,-1.0,1773790421.043066,1
1.0,0.15224789862669125,0.95,-0.0001513916075929,-0.0025277951479051,-0.0047008682593568,-0.0007477671762306,0.0011776459056624,0.0015207163878616,-1.165592075164002,0.6585365853658605,-0.3414634146341396,-1.0,1773790423.744139,1
2.0,0.15478737958026173,0.95,-0.0002629433184509,-0.0026390817267437,-0.0048119123914676,-0.0007700661519452,0.0011786782846011,0.0015208860709935,-1.2319523993613417,0.9146341463415344,-0.0853658536584655,-1.0,1773790426.5793316,1
1.0,0.3063356380425241,0.95,4.09863781762436e-06,0.0001352727898782,6.250787752952093e-05,3.9965019335892426e-05,0.0001552301963297,0.0002101082564455,1.3309897307506788,0.0341880341872236,-0.2649572649552584,-0.2,1773790535.5305164,1
1.0,0.16695202192106787,0.95,-0.0002415965549925,0.0001620147194355,-0.0015987358586113,7.381378852188394e-05,0.0011142897429107,0.0014794201958676,-1.367326940979211,1.0,0.0,-0.2,1773790597.7939754,1
2.0,0.1668962870400533,0.95,-0.0006716915210229,-0.0002682538797213,-0.0020282469848054,-1.221484315877148e-05,0.0011235280802711,0.0015027087069014,-1.6702956643356577,1.0,0.0,-0.2,1773790600.3792694,1
3.0,0.16899628704005332,0.95,-0.0006716915210229,-0.0002682538797213,-0.0020282469848054,-1.221484315877148e-05,0.0011235280802711,0.0015027087069014,-1.6702956643356577,1.0,0.0,-0.2,1773790603.1796117,1
1.0,0.24908608586797662,0.95,0.0001106809130765,-4.918365381261063e-05,8.198350901727305e-05,5.3286168243109485e-06,0.0001556021119341,0.0002036476003398,0.9817051738765112,0.8045977011512037,0.1034482758623573,0.2,1773790611.343612,1
1.0,0.16398296543362242,0.95,-0.0008416055816769,-0.0004382365361784,-0.0021979303926845,-4.6205542434486016e-05,0.0011257129015949,0.0008423144782433,-0.891458615497225,1.0,0.0,-0.1052631578947368,1773790619.8474984,1
2.0,0.1690684573901084,0.95,0.0001004281518557,-1.5369876067528696e-05,0.0001414250314108,-1.4448530338530649e-05,0.0001540011884935,0.0002063909466263,1.0175589165423593,0.6403508771935004,0.3596491228064997,0.6,1773790673.226059,1
2.0,0.19462110332529067,0.95,-0.0007848458243541,-0.0028832292167227,-0.0024806843926705,-0.0008986194589784,0.0011485028037802,0.001571765398319,-2.263907534394564,0.6124314442412712,0.1279707495430055,-0.6,1773790739.127108,1
4.0,0.20075019614906003,0.95,-0.0009205310346662,-0.0030186294838064,-0.0026161393220348,-0.0009257546375443,0.0011537925913518,0.0015719788601359,-2.31904148507854,0.7056672760511787,0.2212065813529131,-0.6,1773790741.818778,1
3.0,0.19865019614906002,0.95,-0.0009205310346662,-0.0030186294838064,-0.0026161393220348,-0.0009257546375443,0.0011537925913518,0.0015719788601359,-2.31904148507854,0.7056672760511787,0.2212065813529131,-0.6,1773790741.8572214,1
2.0,0.24710538227062614,0.95,-0.0009604384494638,-0.0030584530917721,-0.0026559790071419,-0.0009337358524266,0.0011555034027765,0.0015744243848104,-2.334969082041177,0.7109929078013353,0.2109929078014158,-0.6,1773790752.283558,1
2.0,0.20664270705037402,0.95,-0.001676111421502,-0.0037726231279585,-0.0033704373600631,-0.0010768872508884,0.0011675840177503,0.0021612834452617,-1.2995484637874324,0.8261405672009511,0.1738594327990489,-0.2105263157894736,1773790761.5510657,0
3.0,0.2218326501519243,0.95,0.0004160185589362,0.0005144380839948,0.0003985921193521,0.0001217300670601,0.0001494775086804,0.0002051195688057,2.045294377974489,0.9139240506328904,0.0860759493671095,0.2,1773790812.9789648,1
5.0,0.13868219274509216,0.95,-0.0010756658406047,5.4203322768566055e-05,0.0015222676885189,0.0002660769084245,0.0007862395942428,0.0011565912988803,-0.4016854541145376,0.9374763057361876,-0.0625236942638124,0.6,1773790883.3237283,0
4.0,0.1365821927450922,0.95,-0.0010756658406047,5.4203322768566055e-05,0.0015222676885189,0.0002660769084245,0.0007862395942428,0.0011565912988803,-0.4016854541145376,0.9374763057361876,-0.0625236942638124,0.6,1773790883.35578,0
3.0,0.2664951324686079,0.95,6.0424074589950505e-05,0.0007009582837589,0.0007306989909589,0.0002011076802029,0.0001669282630357,0.0002094502824802,2.1353698706354622,0.5579710144933936,-0.4420289855066064,0.6,1773790886.016117,0
3.0,0.26594362074278327,0.95,5.632752716022124e-05,0.000696859112509,0.0007265996978821,0.0002002882511629,0.0001668528466908,0.0002119304900332,2.1268675388330327,0.3967391304355026,-0.0597826086949752,0.6,1773790891.619076,0
-1.0,0.23706084725226095,0.95,-0.0008265939264011,-0.001582662122952,-0.0040399422713511,-0.0006870969169124,0.0010700919884853,0.0008139345596614,-1.005041752144787,0.9836065573769904,-0.0163934426230094,-0.3684210526315789,1773790925.7793822,1
4.0,0.13011739005533343,0.95,0.0016943161179438,0.0033882577029443,0.0015173027354104,0.0005235206428028,0.0011366200308497,0.0018265869595012,1.803212755251035,0.6860465116279123,0.0,-0.2,1773790956.6709542,1
-1.0,0.24155047169579846,0.9550000000000001,0.0016493113668592,0.0030717097965601,0.0047679806594587,0.0007200795678792,0.0010306130506179,0.0017885821113647,2.660712780912005,1.0,0.0,0.2,1773791039.5950077,1
-1.0,0.1940744007840748,0.9550000000000001,0.0018014618619569,0.0032240763539292,0.004920604880312,0.0007504911974017,0.0010439333210509,0.0017963039878396,2.739753632351456,1.0,0.0,0.2,1773791042.3761451,1
-1.0,0.24297397234774437,0.9550000000000001,0.0017345156441139,0.0031570350686868,0.0048534502231366,0.0007371103084663,0.0010379488496879,0.0017948252243771,2.705507818818822,0.9800664451827424,0.0199335548172576,0.2,1773791042.4116614,1
-1.0,0.2589035038076308,0.9550000000000001,0.002659590654308,0.0040834237374907,0.005781405485925,0.0009219781329912,0.0011363444716237,0.0018468397667634,3.0,0.9530916844349628,0.0469083155650372,0.2,1773791051.9313664,0
1.0,0.3142011053476231,0.95,-0.0012287276525157,-0.0012980873244175,-0.0030794580153892,-0.0006063474696879,0.0011353467130419,0.0013826819751224,-0.8900278008685397,0.8723404255318569,-0.1276595744681431,-0.0526315789473684,1773791099.097434,1
5.0,0.3223806253585263,0.95,-0.0012046873288796,-0.0012740486702617,-0.003055462238646,-0.0006015365358654,0.0012017404131009,0.001666272549152,-1.7743049803827036,0.6359712230216098,-0.3640287769783901,-0.6,1773791110.9541302,1
1.0,0.3211315852273233,0.95,-0.0005913486495308,-0.0017399345720455,-0.0040849738556339,-0.0005940722180068,0.0012087457554352,0.0016622234084062,-1.7862692608017967,0.5571955719557087,0.3948339483394546,-0.6,1773791182.6189253,1
1.0,0.3187187389055372,0.95,-0.0003237700750824,-0.0014726635164317,-0.003818330653569,-0.0005405714658469,0.0012034029285539,0.0016617784889846,-1.727962919341562,0.372693726937261,0.2103321033210069,-0.6,1773791185.349918,1
-2.0,0.3223926621833037,0.9524999999999999,-0.0004869930054959,-0.0016356988603561,-0.0039809830068286,-0.0005732062440981,0.0012062933370775,0.0016650087498555,-1.7636637945870788,0.4671403197158185,0.2735346358792067,-0.6,1773791192.902671,0
2.0,0.26686629052586947,0.95,0.0001249224354551,0.0001792017432745,0.0004015011225643,4.4133256630907225e-05,0.0001441653004606,0.0001484548410612,0.8457661969451145,0.7793103448278976,-0.2206896551721023,0.1052631578947368,1773791294.1888902,0
6.0,0.27390889184136663,0.95,0.0001157068459543,0.0001699856536204,0.0003922829845462,4.229018232906287e-05,0.0001517478642684,0.0001826199972076,1.670331076927325,0.7647058823532559,-0.2352941176467441,0.6,1773791294.2341828,0
2.0,0.401947345415195,0.95,0.0007653293649588,-0.0001213732165723,0.0005769254126533,-0.000227017236314,0.0010648936044461,0.0017866389561402,1.4739614469174955,0.4966442953020165,-0.4093959731541401,-0.2,1773791340.2431512,0
-3.0,0.404018627695954,0.9537500000000001,0.0007592553223798,-0.0001274418774009,0.0005708525135728,-0.0002282315093022,0.0010646647358307,0.0017994275565096,1.471400673425134,0.3862433862434219,-0.3386243386242941,-0.2,1773791350.7739685,0
2.0,0.4067009861164854,0.95,0.0009839948978043,9.709857325788888e-05,0.0007955497795537,-0.0001833053721827,0.0010743048256296,0.0018258508155009,1.5649917651132483,0.4029304029304502,-0.0622710622710052,-0.2,1773791367.839764,0
2.0,0.4026619518872273,0.95,0.0007956995778541,-9.102991242914144e-05,0.0006072899080563,-0.0002209459155962,0.0010660645326656,0.001826194341321,1.486739455283034,0.2893772893773574,0.0512820512820875,-0.2,1773791374.827823,0
-1.0,0.10982423677196088,0.9550000000000001,0.0001239195444677,-7.577037480735194e-05,4.9154491543008896e-05,-2.918542555625931e-05,0.0001637688687335,0.0001474562264928,0.5041342497768984,0.9722222222228888,0.027777777777111,0.1052631578947368,1773791469.217279,0
-1.0,0.10982423677196088,0.9550000000000001,0.0001239195444677,-7.577037480735194e-05,4.9154491543008896e-05,-2.918542555625931e-05,0.0001687554640259,0.0001935901920913,1.0082684995537967,0.9722222222228888,0.027777777777111,0.6,1773791469.2540824,0
-1.0,0.10981025047836157,0.9550000000000001,0.0001249436729344,-7.474645082344617e-05,5.017854345017432e-05,-2.8980609616832397e-05,0.0001687952035422,0.0001945600996147,1.0110327373021466,0.8703703703709734,0.1296296296290266,0.6,1773791478.49141,1
-1.0,0.10218889295593844,0.9550000000000001,0.0001312603321292,0.0005790062381193,-0.0004010548083294,1.936730523634701e-05,0.0006402089443907,0.0009558905252323,0.4916508206359961,0.491043951708056,0.0332991399039607,0.2,1773791508.1411471,0
-1.0,0.10215270219110367,0.9550000000000001,0.0001347113079974,0.000582458758945,-0.0003976056692268,2.0057550162000048e-05,0.0006402466719859,0.0009558872269215,0.4947837022032785,0.4998816381279644,0.0244614534840523,0.2,1773791516.0257347,0
1.0,0.13356504004460404,0.95,0.0002636547879976,0.002032932438345,0.0034142640364188,0.0005343819479647,0.0010116400056904,0.0014855224271707,0.6706534798653095,0.225888324873061,-0.774111675126939,0.6,1773791637.8546102,1
-2.0,0.13623851725275543,0.9550000000000001,0.0003036024831488,0.0020729507934305,0.0034543375579731,0.0005423733511583,0.0009967318589922,0.0013152114588464,0.3424902262740481,0.2105263157894639,-0.4453441295547062,0.1578947368421052,1773791642.9838438,1
-4.0,0.21886044743949254,0.95,-0.001304217987238,-0.0014076782449725,-0.0055647931256295,-0.0007378630365348,0.0012232693129944,0.002010270720097,-1.3587109275287776,0.602510460251101,0.397489539748899,-1.0,1773791645.6368244,1
-2.0,0.13623851725275543,0.9550000000000001,0.0003036024831488,0.0020729507934305,0.0034543375579731,0.0005423733511583,0.001012229304729,0.0014994755829016,0.6849804525480963,0.2105263157894639,-0.4453441295547062,0.6,1773791645.6836534,1
-2.0,0.21479151243725883,0.9524999999999999,-0.0012798400809345,-0.0013833028641072,-0.0055405192188656,-0.0007329850588033,0.0012219133939655,0.0020137545538313,-1.3479652748117092,0.5600000000000364,0.3199999999998908,-1.0,1773791651.0608552,0
-2.0,0.15211125436756914,0.9524999999999999,-0.0004155144516408,-0.0007580470822833,-0.0009287172447926,-0.0003006458235011,0.0006400481699942,0.0009515643856268,-1.292007528711285,0.7496639784948812,0.2270385304661614,-0.6,1773791696.6115205,1
2.0,0.2238073909870515,0.95,-0.0004239315931037,-0.0020622925687513,-0.0026416295902447,-0.0005782668261996,0.0006851606160936,0.0009973362227038,-2.393749427090501,0.3760622977633767,0.6239377022366233,-1.0,1773791779.8529906,0
1.0,0.21085394539874489,0.95,-0.0001903801188435,-0.0018291238983951,-0.0024085962822883,-0.0005315706690851,0.0006774028357165,0.000868626047514,-1.1135308033445344,0.1071365074849781,0.3550119119582248,-0.2631578947368421,1773791785.3639133,1
1.0,0.2159397488957553,0.95,-0.000299234931321,-0.0019378002917582,-0.0025172095852827,-0.0005533344998719,0.0006816883018059,0.0009972118209808,-2.3065083530935686,0.2324787540447159,0.4803541585179625,-1.0,1773791785.40407,1
1.0,0.1675195835200256,0.95,-0.0003342846368987,-0.001972792548912,-0.0025521815282325,-0.000560342346193,0.0006825449493548,0.0009972467846493,-2.331433125189331,0.2728371795326621,0.5207125840059087,-1.0,1773791788.133024,1
-3.0,0.17007608055161608,0.9524999999999999,-0.0002966409443002,-0.0019352105564269,-0.0025146213533814,-0.0005528158614024,0.0006816286294516,0.0009972092334587,-2.304651076040357,0.2294918749776693,0.477367279450916,-1.0,1773791788.1844058,0
1.0,0.2964265768371346,0.95,-0.0009333882884162,-0.0021544268572899,-0.0024963636060941,-0.0006207640769992,0.0006924997741541,0.0009994889719764,-2.5006137227081227,0.9739608887643028,-0.0260391112356972,-0.6,1773791838.271777,1
-1.0,0.23071981818589996,0.9550000000000001,-0.0002321325054011,-0.0013846124203015,-0.002605099512365,-0.0003760848477179,0.0006751251769685,0.0009328011576462,-2.010750679716463,1.0,0.0,-0.6,1773791918.1326294,1
2.0,0.2365852310545327,0.95,-0.0004535069721981,-0.0016057316982342,-0.0028259485428852,-0.0004203592698165,0.0006437741174341,0.0005538882995742,-1.0625982184820646,1.0,0.0,-0.1578947368421052,1773791926.1347365,1
2.0,0.2340554641759227,0.95,-0.0003100973713783,-0.001462487412474,-0.0026828793273311,-0.0003916772078962,0.0006767710087199,0.0009465030287193,-2.0516868564087445,0.6939650664158091,-0.3060349335841908,-0.6,1773791926.1811008,1
2.0,0.23112979829170546,0.95,-0.0001499942623792,-0.0013025688619343,-0.0025231562259395,-0.0003596583707125,0.0006739006199434,0.0009463514679085,-1.9668798759739263,0.4231251961091214,-0.5768748038908785,-0.6,1773791928.9360628,1
-4.0,0.2340321147268348,0.95,-8.037615049185259e-05,-0.0012330310021517,-0.0024537033538922,-0.0003457361637246,0.0006732740472952,0.0009462855794103,-1.9290983397077548,0.3053550883799942,-0.6946449116200057,-0.6,1773791928.9930444,1
2.0,0.3173513644032943,0.95,0.0011290792540793,0.0023886366537206,0.0065917164097117,0.0011149769044838,0.0013207714783915,0.0020226467503936,1.4834909938898757,0.8101851851851545,-0.1898148148148455,1.0,1773791996.0721488,0
3.0,0.23979395300467368,0.95,-0.0004047046646765,-0.0004312489612928,-0.0015834993451954,-0.0001211095051452,0.0006323072391112,0.0005518038406315,-0.8632594992832571,0.9218136980158708,0.0781863019841293,-0.1052631578947368,1773792066.1651204,0
3.0,0.2416926501406685,0.95,-0.0005081762491751,-0.0005347177980989,-0.0016868489085581,-0.0001418058828787,0.0006605150690975,0.0009297658635621,-1.778759189150728,0.9341639529944276,0.0658360470055723,-0.6,1773792066.223548,1
1.0,0.13550746735461464,0.95,3.2679301917853955e-05,0.0004152542123377,0.0003943425283978,9.846746480671156e-05,0.000317859660492,0.0004892485025915,1.247953194142268,0.3458778504222993,0.6541221495777007,0.6,1773792103.472857,0
3.0,0.13325483863183155,0.95,0.0001576281890057,0.0005402509001728,0.0005193366034267,0.000123458906541,0.0003198222549767,0.00048918738117,1.602264292846285,0.9100621910378914,0.0899378089621086,0.6,1773792116.002292,0
1.0,0.12905483863183156,0.95,0.0001576281890057,0.0005402509001728,0.0005193366034267,0.000123458906541,0.0003198222549767,0.00048918738117,1.602264292846285,0.9100621910378914,0.0899378089621086,0.6,1773792116.0515327,0
-1.0,0.21350140872441653,0.9550000000000001,0.0016738533195058,0.0026041666666667,0.0038655799281586,0.0007878017480829,0.0013905950245895,0.002046119749469,1.714652194177605,0.8733333333333727,0.0866666666666636,0.6,1773792136.8671484,0
-1.0,0.1693774033624255,0.9550000000000001,0.0010214068746282,0.0007705289988188,-0.0016304535746298,-0.0003427034021973,0.0010612010053277,0.0019021941836549,0.1934545804378374,0.606442577030813,-0.194677871148445,0.1052631578947368,1773792210.828311,1
4.0,0.17592750732260912,0.95,0.0011334149392089,0.0008825089917267,-0.0015187422367269,-0.000320311250866,0.0010761668803095,0.0016222782220469,0.4313434579133838,0.6652661064425889,-0.2535014005602209,-0.2,1773792213.5458922,1
-1.0,0.09690057529485635,0.9550000000000001,0.0008550992954088,0.0021498492971646,-0.0006277397114525,0.0004751977680896,0.0010185751252774,0.0015835028809554,0.7133897567532099,0.7368421052631305,-0.2631578947368695,0.2,1773792242.191317,1
-1.0,0.09424226198533728,0.9550000000000001,0.0003969152492708,0.0016910725240724,-0.001085244924884,0.0003835514787921,0.0010036448664464,0.0015842281288505,0.5330291797781651,0.3432494279176287,0.1304347826086323,0.2,1773792259.0630236,1
-2.0,0.11256733773905374,0.9550000000000001,0.0004738289371057,0.0023148333346667,0.0020636312978747,0.0006798871685683,0.0010036229229192,0.0015604302995429,0.7766582639754092,0.4303797468354168,-0.3974683544303243,0.6,1773792296.2831616,1
1.0,0.13795792636149937,0.95,0.0004011711008028,0.0030740952862984,0.0043717158784774,0.001105654243956,0.0010117806225962,0.0005444178579679,0.7194256008737377,0.7853658536584814,0.2146341463415186,0.2631578947368421,1773792352.938677,0
5.0,0.1483782732417964,0.95,0.0005021280665678,0.0031753219941661,0.004473073537649,0.0011258552348676,0.001095233806556,0.0016156188414139,1.477834105428628,0.970731707317096,0.0292682926829041,1.0,1773792352.9999201,0
1.0,0.139832797548918,0.95,0.0004941577797969,0.0031673304119661,0.0044650716171881,0.0011242604495019,0.0010950429947228,0.0016310053701585,1.4747708605432357,0.6222222222222158,0.3777777777777842,1.0,1773792384.2998722,0
1.0,0.19211898119609438,0.95,0.0007030729135098,0.0016015335897404,0.0014253567940995,0.0006661263237592,0.0014316296824496,0.0020427068543525,1.4593623763586965,1.0,0.0,0.2,1773792413.7752514,1
1.0,0.19211898119609438,0.95,0.0007030729135098,0.0016015335897404,0.0014253567940995,0.0006661263237592,0.0014316296824496,0.0020427068543525,1.4593623763586965,1.0,0.0,0.2,1773792413.8251126,0
1.0,0.19536447027534,0.95,0.0009576337959875,0.0018563230244718,0.0016801014126195,0.0007170502663156,0.0014393795880472,0.0020753314730136,1.5497013986235149,0.771217712177146,0.2287822878228541,0.2,1773792437.887179,1
-1.0,0.30113482027476357,0.9550000000000001,-0.0002998736445725,-0.000985502533153,-0.0009550391233272,-0.0003356059553828,0.000456994885912,0.0008948449599924,-0.7636414828696063,0.3381879821496764,0.0696371121179851,-0.1052631578947368,1773792494.0728338,1
-1.0,0.30113482027476357,0.9550000000000001,-0.0002998736445725,-0.000985502533153,-0.0009550391233272,-0.0003356059553828,0.0005077233728427,0.0008693681757508,-1.5272829657392126,0.3381879821496764,0.0696371121179851,-0.2,1773792494.1338542,1
-1.0,0.20009568046614698,0.9550000000000001,0.0004727501939487,0.0004848778713861,0.0013831426456849,0.0005723765267416,0.001339011131747,0.0019398468911115,1.243965090004947,0.6363636363637407,-0.3636363636362592,0.2,1773792525.4647882,0
2.0,0.2136852484042135,0.95,0.0012667280837858,0.0012788653857808,0.0021778430254424,0.000731119121493,0.0013658845736136,0.0019825928159604,1.517413210051014,0.8151260504202315,-0.1176470588235237,0.2,1773792551.7912245,0
-1.0,0.21175191507088015,0.9550000000000001,0.0012667280837858,0.0012788653857808,0.0021778430254424,0.000731119121493,0.0013658845736136,0.0019825928159604,1.517413210051014,0.8151260504202315,-0.1176470588235237,0.2,1773792556.1976516,0
2.0,0.16948219149927493,0.95,-0.0002784984441039,-0.0007187234294428,-0.0007580914749819,-0.0001764095054348,0.0003005228161365,0.000484623358725,-2.070955953533073,0.7090167984191177,-0.0876729249014654,-0.2,1773792597.8859487,1
-2.0,0.20259013758741337,0.9550000000000001,0.0018007748788872,0.0014182505818463,0.001430389720589,0.0002587116764395,0.0013368626139026,0.0019657286001247,1.3754035862716445,0.7063711911357411,-0.2493074792244088,0.2,1773792683.4805796,1
1.0,0.1682043980928491,0.95,-0.0004263945269217,-0.0009734639505739,-0.0014140356754428,-0.000174087759097,0.0004467673619678,0.0008684496359439,-0.7634501806196634,0.4417742280539614,0.5582257719460385,-0.1578947368421052,1773792686.3927343,1
1.0,0.1682043980928491,0.95,-0.0004263945269217,-0.0009734639505739,-0.0014140356754428,-0.000174087759097,0.0005025959596281,0.0008872357260017,-1.5269003612393268,0.4417742280539614,0.5582257719460385,-0.6,1773792686.4469626,1
-2.0,0.19975167290214735,0.9550000000000001,0.0004722264265173,0.000835781122248,0.001648674695874,0.0003525290018704,0.0013210126759801,0.0018915175359504,1.3187205243199924,0.8571428571427412,0.1428571428572588,0.6,1773792699.520166,0
